app	version	sdk_min	sdk_trg	method	fromLine	toLine	apis	alternative	ruleCheck	warning	message	confidence
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.ActivityChooserModel$PersistHistoryAsyncTask.doInBackground([Ljava/lang/Object;)Ljava/lang/Void;	-1	-1	android.content.Context.openFileOutput(Ljava/lang/String;I)Ljava/io/FileOutputStream;	android.content.ContentValues.<init>()V&android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/Integer;)V&android.content.Context.getApplicationInfo()Landroid/content/pm/ApplicationInfo;&android.content.Context.getDatabasePath(Ljava/lang/String;)Ljava/io/File;&org.json.JSONArray.<init>(Ljava/util/Collection;)V&org.json.JSONObject.toString()Ljava/lang/String;&android.os.SystemClock.elapsedRealtime()J&android.content.ComponentName.<init>(Landroid/content/Context;Ljava/lang/Class;)V&android.util.SparseArray.<init>()V&android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V&android.content.Context.getApplicationContext()Landroid/content/Context;&android.content.Context.openFileOutput(Ljava/lang/String;I)Ljava/io/FileOutputStream;&android.os.BaseBundle.containsKey(Ljava/lang/String;)Z&org.json.JSONObject.<init>(Ljava/util/Map;)V&android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/String;)V&android.content.SharedPreferences$Editor.apply()V&android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent;&android.content.SharedPreferences$Editor.putLong(Ljava/lang/String;J)Landroid/content/SharedPreferences$Editor;&android.content.Intent.<init>(Ljava/lang/String;)V&android.content.SharedPreferences$Editor.clear()Landroid/content/SharedPreferences$Editor;&org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject;&android.content.Context.getPackageManager()Landroid/content/pm/PackageManager;&android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor;&org.json.JSONObject.optString(Ljava/lang/String;)Ljava/lang/String;&android.os.Looper.getMainLooper()Landroid/os/Looper;&android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.content.SharedPreferences$Editor.putInt(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor;&android.content.Context.getNoBackupFilesDir()Ljava/io/File;&android.content.Intent.<init>(Ljava/lang/String;Landroid/net/Uri;)V&android.content.Context.getPackageName()Ljava/lang/String;&android.content.ContentValues.putNull(Ljava/lang/String;)V&android.content.SharedPreferences$Editor.remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor;&android.content.pm.PackageManager.getServiceInfo(Landroid/content/ComponentName;I)Landroid/content/pm/ServiceInfo;&android.content.Context.getFileStreamPath(Ljava/lang/String;)Ljava/io/File;&android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/Boolean;)V&org.json.JSONObject.<init>(Ljava/lang/String;)V&android.util.SparseArray.get(I)Ljava/lang/Object;&android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z&android.content.pm.PackageManager.queryBroadcastReceivers(Landroid/content/Intent;I)Ljava/util/List;&org.json.JSONObject.keys()Ljava/util/Iterator;&android.os.Handler.<init>(Landroid/os/Looper;)V&android.content.SharedPreferences$Editor.putBoolean(Ljava/lang/String;Z)Landroid/content/SharedPreferences$Editor;&android.os.BaseBundle.getInt(Ljava/lang/String;)I&android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri;&android.os.Handler.removeCallbacks(Ljava/lang/Runnable;)V&android.os.ResultReceiver.<init>(Landroid/os/Handler;)V&org.json.JSONObject.<init>()V&android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;	SDK_INT <= -1	ForwardImprovement	"[Info] You should use alternative APIs, since you do not support old Android versions (SDK_INT <= -1). Please, use: android.content.ContentValues.<init>()V --- android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/Integer;)V --- android.content.Context.getApplicationInfo()Landroid/content/pm/ApplicationInfo; --- android.content.Context.getDatabasePath(Ljava/lang/String;)Ljava/io/File; --- org.json.JSONArray.<init>(Ljava/util/Collection;)V --- org.json.JSONObject.toString()Ljava/lang/String; --- android.os.SystemClock.elapsedRealtime()J --- android.content.ComponentName.<init>(Landroid/content/Context;Ljava/lang/Class;)V --- android.util.SparseArray.<init>()V --- android.database.sqlite.SQLiteOpenHelper.<init>(Landroid/content/Context;Ljava/lang/String;Landroid/database/sqlite/SQLiteDatabase$CursorFactory;I)V --- android.content.Context.getApplicationContext()Landroid/content/Context; --- android.content.Context.openFileOutput(Ljava/lang/String;I)Ljava/io/FileOutputStream; --- android.os.BaseBundle.containsKey(Ljava/lang/String;)Z --- org.json.JSONObject.<init>(Ljava/util/Map;)V --- android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/String;)V --- android.content.SharedPreferences$Editor.apply()V --- android.content.Intent.setAction(Ljava/lang/String;)Landroid/content/Intent; --- android.content.SharedPreferences$Editor.putLong(Ljava/lang/String;J)Landroid/content/SharedPreferences$Editor; --- android.content.Intent.<init>(Ljava/lang/String;)V --- android.content.SharedPreferences$Editor.clear()Landroid/content/SharedPreferences$Editor; --- org.json.JSONObject.put(Ljava/lang/String;Ljava/lang/Object;)Lorg/json/JSONObject; --- android.content.Context.getPackageManager()Landroid/content/pm/PackageManager; --- android.content.SharedPreferences.edit()Landroid/content/SharedPreferences$Editor; --- org.json.JSONObject.optString(Ljava/lang/String;)Ljava/lang/String; --- android.os.Looper.getMainLooper()Landroid/os/Looper; --- android.content.SharedPreferences$Editor.putString(Ljava/lang/String;Ljava/lang/String;)Landroid/content/SharedPreferences$Editor; --- android.content.SharedPreferences$Editor.putInt(Ljava/lang/String;I)Landroid/content/SharedPreferences$Editor; --- android.content.Context.getNoBackupFilesDir()Ljava/io/File; --- android.content.Intent.<init>(Ljava/lang/String;Landroid/net/Uri;)V --- android.content.Context.getPackageName()Ljava/lang/String; --- android.content.ContentValues.putNull(Ljava/lang/String;)V --- android.content.SharedPreferences$Editor.remove(Ljava/lang/String;)Landroid/content/SharedPreferences$Editor; --- android.content.pm.PackageManager.getServiceInfo(Landroid/content/ComponentName;I)Landroid/content/pm/ServiceInfo; --- android.content.Context.getFileStreamPath(Ljava/lang/String;)Ljava/io/File; --- android.content.ContentValues.put(Ljava/lang/String;Ljava/lang/Boolean;)V --- org.json.JSONObject.<init>(Ljava/lang/String;)V --- android.util.SparseArray.get(I)Ljava/lang/Object; --- android.text.TextUtils.isEmpty(Ljava/lang/CharSequence;)Z --- android.content.pm.PackageManager.queryBroadcastReceivers(Landroid/content/Intent;I)Ljava/util/List; --- org.json.JSONObject.keys()Ljava/util/Iterator; --- android.os.Handler.<init>(Landroid/os/Looper;)V --- android.content.SharedPreferences$Editor.putBoolean(Ljava/lang/String;Z)Landroid/content/SharedPreferences$Editor; --- android.os.BaseBundle.getInt(Ljava/lang/String;)I --- android.net.Uri.parse(Ljava/lang/String;)Landroid/net/Uri; --- android.os.Handler.removeCallbacks(Ljava/lang/Runnable;)V --- android.os.ResultReceiver.<init>(Landroid/os/Handler;)V --- org.json.JSONObject.<init>()V --- android.content.Context.getSharedPreferences(Ljava/lang/String;I)Landroid/content/SharedPreferences;."	1.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewCompat.setLayerType(Landroid/view/View;ILandroid/graphics/Paint;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.slidingpanelayout.widget.SlidingPaneLayout$DisableLayerRunnable.run()V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.slidingpanelayout.widget.SlidingPaneLayout.dimChildView(Landroid/view/View;FI)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.Fade$FadeAnimatorListener.onAnimationEnd(Landroid/animation/Animator;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.Fade$FadeAnimatorListener.onAnimationStart(Landroid/animation/Animator;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.viewpager.widget.ViewPager.enableLayers(Z)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewPropertyAnimatorCompat$ViewPropertyAnimatorListenerApi14.onAnimationEnd(Landroid/view/View;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewPropertyAnimatorCompat$ViewPropertyAnimatorListenerApi14.onAnimationStart(Landroid/view/View;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.GhostViewPort.<init>(Landroid/view/View;)V	-1	-1	android.view.View.setLayerType(ILandroid/graphics/Paint;)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	17.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.cardview.widget.CardViewApi21Impl.initialize(Landroidx/cardview/widget/CardViewDelegate;Landroid/content/Context;Landroid/content/res/ColorStateList;FFF)V	-1	-1	android.view.View.setElevation(F)V		SDK_INT <= 20	BackwardImprovement	"If you want to support older versions (<= 20), add a check and handle using these APIs: "	8.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.cardview.widget.CardViewApi21Impl.setElevation(Landroidx/cardview/widget/CardViewDelegate;F)V	-1	-1	android.view.View.setElevation(F)V		SDK_INT <= 20	BackwardImprovement	"If you want to support older versions (<= 20), add a check and handle using these APIs: "	8.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.widget.ScrollerCompat.<init>(Landroid/content/Context;Landroid/view/animation/Interpolator;)V	-1	-1	android.widget.OverScroller.<init>(Landroid/content/Context;)V	android.widget.Scroller.<init>(Landroid/content/Context;)V	SDK_INT <= 8	BackwardImprovement	"If you want to support older versions (<= 8), add a check and handle using these APIs: android.widget.Scroller.<init>(Landroid/content/Context;)V"	6.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.ActionBarOverlayLayout.init(Landroid/content/Context;)V	-1	-1	android.widget.OverScroller.<init>(Landroid/content/Context;)V	android.widget.Scroller.<init>(Landroid/content/Context;)V	SDK_INT <= 8	BackwardImprovement	"If you want to support older versions (<= 8), add a check and handle using these APIs: android.widget.Scroller.<init>(Landroid/content/Context;)V"	6.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.widget.NestedScrollView.initScrollView()V	-1	-1	android.widget.OverScroller.<init>(Landroid/content/Context;)V	android.widget.Scroller.<init>(Landroid/content/Context;)V	SDK_INT <= 8	BackwardImprovement	"If you want to support older versions (<= 8), add a check and handle using these APIs: android.widget.Scroller.<init>(Landroid/content/Context;)V"	6.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl$6.run()V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl$6.run()V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.AbsActionBarView.setupAnimatorToVisibility(IJ)Landroidx/core/view/ViewPropertyAnimatorCompat;	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.ScrollingTabContainerView.animateToVisibility(I)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewCompat.setAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.fragment.app.FragmentManager.makeRemovedFragmentsInvisible(Landroidx/collection/ArraySet;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.fragment.app.FragmentManager.completeExecute(Landroidx/fragment/app/BackStackRecord;ZZZ)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.fragment.app.FragmentManager.moveFragmentToExpectedState(Landroidx/fragment/app/Fragment;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator$4.onAnimationEnd(Landroid/animation/Animator;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator$5.onAnimationCancel(Landroid/animation/Animator;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator$7.onAnimationEnd(Landroid/animation/Animator;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator$8.onAnimationEnd(Landroid/animation/Animator;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsBase.setTransitionAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsBase.setTransitionAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl.startSupportActionModeFromWindow(Landroidx/appcompat/view/ActionMode$Callback;)Landroidx/appcompat/view/ActionMode;	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl.startSupportActionModeFromWindow(Landroidx/appcompat/view/ActionMode$Callback;)Landroidx/appcompat/view/ActionMode;	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doHide(Z)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.WindowDecorActionBar.doShow(Z)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.transition.ViewUtilsApi19.setTransitionAlpha(Landroid/view/View;F)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl$6$1.onAnimationEnd(Landroid/view/View;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.app.AppCompatDelegateImpl$7.onAnimationEnd(Landroid/view/View;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endChangeAnimationIfNecessary(Landroidx/recyclerview/widget/DefaultItemAnimator$ChangeInfo;Landroidx/recyclerview/widget/RecyclerView$ViewHolder;)Z	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.animateAdd(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;)Z	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.animateChange(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;Landroidx/recyclerview/widget/RecyclerView$ViewHolder;IIII)Z	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.animateChange(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;Landroidx/recyclerview/widget/RecyclerView$ViewHolder;IIII)Z	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endAnimation(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endAnimation(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endAnimation(Landroidx/recyclerview/widget/RecyclerView$ViewHolder;)V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endAnimations()V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.recyclerview.widget.DefaultItemAnimator.endAnimations()V	-1	-1	android.view.View.setAlpha(F)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	5.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.AppCompatTextHelper.setAllCaps(Z)V	-1	-1	android.widget.TextView.setAllCaps(Z)V		SDK_INT <= 13	BackwardImprovement	"If you want to support older versions (<= 13), add a check and handle using these APIs: "	4.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.graphics.drawable.WrappedDrawableApi21.setTintList(Landroid/content/res/ColorStateList;)V	-1	-1	android.graphics.drawable.Drawable.setTintList(Landroid/content/res/ColorStateList;)V		SDK_INT <= 20	BackwardImprovement	"If you want to support older versions (<= 20), add a check and handle using these APIs: "	4.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.ActivityChooserView$ActivityChooserViewAdapter.getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;	-1	-1	android.view.View.setActivated(Z)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	3.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.appcompat.widget.ActivityChooserView$ActivityChooserViewAdapter.getView(ILandroid/view/View;Landroid/view/ViewGroup;)Landroid/view/View;	-1	-1	android.view.View.setActivated(Z)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	3.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.net.TrafficStatsCompat.setThreadStatsTag(I)V	-1	-1	android.net.TrafficStats.setThreadStatsTag(I)V		SDK_INT <= 13	BackwardImprovement	"If you want to support older versions (<= 13), add a check and handle using these APIs: "	3.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewCompat.setActivated(Landroid/view/View;Z)V	-1	-1	android.view.View.setActivated(Z)V		SDK_INT <= 10	BackwardImprovement	"If you want to support older versions (<= 10), add a check and handle using these APIs: "	3.0
grmpl.mk.stepandheightcounter	1.30	21	30	androidx.core.view.ViewCompat.setFitsSystemWindows(Landroid/view/View;Z)V	-1	-1	android.view.View.setFitsSystemWindows(Z)V		SDK_INT <= 13	BackwardImprovement	"If you want to support older versions (<= 13), add a check and handle using these APIs: "	3.0
